movieid,movieName,releaseDate,rating,popularity
16028,They,11/1/02,4.6,4.544216
15639,Larry the Cable Guy: Health Inspector,3/24/06,3.3,2.184708
16112,The Adventures of Elmo in Grouchland,10/1/99,6.3,3.09159
26390,Brooklyn's Finest,1/16/09,6.2,18.790102
27759,55 Days at Peking,5/6/63,6.3,3.321095
109428,Evil Dead,4/5/13,6.4,33.912116
23049,My Life in Ruins,2/6/09,5.6,5.787891
9310,American Dreamz,3/4/06,4.9,7.864011
11411,Superman IV: The Quest for Peace,7/23/87,4.1,17.062117
16988,How She Move,1/25/08,3,1.782666
7304,Running Scared,1/6/06,7,19.311572
24747,Bobby Jones: Stroke of Genius,4/30/04,5.5,2.897449
58048,Shanghai Surprise,8/29/86,2.9,0.138564
1491,The Illusionist,8/18/06,7.1,36.960953
2989,Roar,11/12/81,5.6,1.15641
10629,Veronica Guerin,7/11/03,6.8,9.583578
255343,Escobar: Paradise Lost,10/11/14,6.1,25.112567
4723,Southland Tales,5/15/06,5.2,9.349386
10800,Chasseurs de dragons,3/19/08,6.5,8.884405
25763,Damnation Alley,9/10/77,5,2.215261
79694,The Apparition,8/23/12,4.5,6.385234
4032,My Girl,11/27/91,7,20.935169
18615,Fur: An Imaginary Portrait of Diane Arbus,8/30/06,5.8,4.358255
10673,Wall Street,12/10/87,7,24.898687
4584,Sense and Sensibility,12/13/95,7.2,20.898711
2977,Becoming Jane,3/2/07,6.9,18.236284
10760,Sydney White,9/21/07,6,10.74648
11093,House of Sand and Fog,12/19/03,7,12.102725
207,Dead Poets Society,6/2/89,8.1,55.458584
8467,Dumb and Dumber,12/16/94,6.5,35.777067
639,When Harry Met Sally...,7/21/89,7.3,18.430419
24226,The Verdict,12/8/82,7.4,7.980632
9285,Road Trip,5/19/00,5.9,14.759948
14709,Varsity Blues,1/15/99,6,9.229999
74643,The Artist,5/15/11,7.3,29.943316
13788,The Unborn,1/9/09,4.8,15.788784
83666,Moonrise Kingdom,5/16/12,7.6,41.083914
10781,The Texas Chainsaw Massacre: The Beginning,10/6/06,5.9,21.380635
318850,The Young Messiah,3/10/16,6.4,1.884558
13908,The Master of Disguise,8/2/02,3.7,4.382761
1417,El laberinto del fauno,5/27/06,7.6,90.809408
39180,See Spot Run,3/2/01,4.8,6.579017
16161,Baby Boy,6/27/01,7.4,7.854989
49950,The Roommate,2/4/11,5.3,11.807269
10956,Joe Dirt,4/10/01,5.5,15.976335
9594,Double Impact,8/10/91,5.3,10.484642
4638,Hot Fuzz,2/14/07,7.4,38.623178
13972,The Women,9/12/08,4.6,8.8321
5038,Vicky Cristina Barcelona,8/15/08,6.7,32.758254
13491,Arn: Tempelriddaren,12/17/07,6.4,6.091033
10571,Boys and Girls,6/16/00,5.4,9.119797
10994,White Oleander,10/11/02,7.2,9.423866
19994,Jennifer's Body,9/18/09,5.3,32.257414
25166,Drowning Mona,3/3/00,5.4,3.021835
30890,Radio Days,1/30/87,7,7.612849
23169,Remember Me,3/12/10,6.9,36.764666
17403,How to Deal,7/18/03,5.7,3.199784
12120,My Stepmother is an Alien,12/9/88,5.3,9.455596
9800,Philadelphia,12/22/93,7.6,44.301745
1090,The Thirteenth Floor,4/16/99,6.8,19.890428
18475,The Cookout,9/3/04,4.6,0.830596
40160,Meteor,10/19/79,5.1,2.637355
18074,Duets,9/9/00,5.5,2.25453
9689,Hollywood Ending,5/3/02,6.4,8.711782
9781,Detroit Rock City,8/13/99,6.7,5.700333
8009,Highlander,3/7/86,6.8,29.253833
3877,Things We Lost in the Fire,9/26/07,6.7,8.842869
8854,Steel,8/15/97,4.3,2.848727
152599,The Immigrant,7/3/13,6.2,13.832464
18840,The White Countess,10/30/05,6.9,4.488547
68727,Trance,3/27/13,6.5,38.802415
12657,Soul Plane,5/28/04,4.7,9.400404
8265,Bienvenue chez les ch'tis,1/9/08,6.8,18.923181
12410,Good,12/11/08,6.3,2.397987
34647,Enter the Void,5/5/09,7.2,20.39955
73935,Vamps,8/25/12,4.8,7.251897
28178,Hachi: A Dog's Tale,6/13/09,7.7,43.217089
185567,Zulu,12/4/13,6.7,14.529496
264656,The Homesman,5/18/14,6.4,20.59148
35696,Juwanna Mann,6/21/02,4.2,2.244947
16351,Ararat,5/20/02,5.7,1.326264
38717,Madison,1/23/01,5.3,0.212108
18777,Slow Burn,9/12/05,5.5,6.630856
2110,Wasabi,10/31/01,6.2,18.20957
9035,Slither,3/31/06,6.3,17.327279
90,Beverly Hills Cop,11/29/84,6.8,29.843818
771,Home Alone,11/9/90,7.1,2.186927
12154,Three Men and a Baby,11/27/87,5.8,12.335827
9576,Tootsie,12/16/82,6.9,20.818567
744,Top Gun,5/16/86,6.7,58.900647
146,卧虎藏龙,10/1/00,7.2,45.742254
14,American Beauty,9/15/99,7.9,80.878605
45269,The King's Speech,9/6/10,7.6,54.053576
9493,Twins,12/9/88,5.7,17.638286
22556,The Yellow Handkerchief,12/17/08,6.4,3.803495
873,The Color Purple,12/18/85,7.7,17.571533
33196,해운대,6/6/09,6.5,4.628525
205596,The Imitation Game,11/14/14,8,145.364591
10765,Private Benjamin,10/6/80,6,12.18838
16769,Coal Miner's Daughter,3/7/80,7.2,3.826685
33217,Diary of a Wimpy Kid,3/19/10,5.9,21.095489
132232,Mama,1/17/13,6,47.455148
11153,National Lampoon's Vacation,7/28/83,7.1,22.838834
208134,Jackass Presents: Bad Grandpa,10/22/13,6,27.165222
1165,The Queen,9/15/06,6.8,19.113278
4011,Beetlejuice,2/29/88,7.1,58.553213
17202,Why Did I Get Married?,10/12/07,6.1,2.005111
9587,Little Women,12/21/94,7,16.418639
65086,The Woman in Black,2/1/12,6.1,43.675191
10053,When a Stranger Calls,2/3/06,5.4,4.688212
11870,Big Fat Liar,2/8/02,5.6,9.125594
11778,The Deer Hunter,12/8/78,7.8,19.786392
586,Wag the Dog,12/25/97,6.7,13.581966
18736,The Lizzie McGuire Movie,4/25/03,5.7,11.927667
134411,Snitch,2/21/13,5.8,30.556135
287903,Krampus,11/26/15,5.9,31.565117
9276,The Faculty,12/25/98,6.2,21.535126
15765,What's Love Got to Do with It,6/9/93,6.9,7.921311
2142,Cop Land,8/15/97,6.6,19.284129
11397,Not Another Teen Movie,12/7/01,5.5,23.423082
77016,End of Watch,9/20/12,7.2,49.517264
11478,The Skulls,3/31/00,5.8,11.375032
266856,The Theory of Everything,11/26/14,7.8,61.182331
13411,Malibu's Most Wanted,4/10/03,4.7,7.314796
10564,Where the Heart Is,4/27/00,6.9,6.857923
947,Lawrence of Arabia,12/10/62,7.8,41.286336
24150,Halloween II,8/28/09,5.1,12.929525
228970,Wild,12/5/14,7,42.952942
18405,The Last House on the Left,3/13/09,6.2,19.760383
6961,The Wedding Date,2/4/05,6.2,10.194097
11442,Halloween: Resurrection,7/1/02,4.5,11.045593
2493,The Princess Bride,9/18/87,7.6,44.533612
14047,The Great Debaters,12/27/07,6.9,10.84158
64690,Drive,8/6/11,7.4,49.294864
11132,Confessions of a Teenage Drama Queen,2/17/04,5.1,7.424798
17127,The Object of My Affection,4/17/98,5.6,5.164281
1562,28 Weeks Later,4/26/07,6.5,34.759855
232679,When the Game Stands Tall,8/22/14,6.3,7.297757
17880,Because of Winn-Dixie,2/18/05,6.1,3.334804
14736,Love & Basketball,4/21/00,7.4,2.027393
9434,Grosse Pointe Blank,4/11/97,6.9,13.817269
23706,All About Steve,9/4/09,4.7,13.237835
11531,Book of Shadows: Blair Witch 2,10/27/00,4.3,3.890223
9100,The Craft,5/3/96,6.3,19.517239
116,Match Point,10/26/05,7.3,30.669913
38843,Ramona and Beezus,7/23/10,6.1,9.681147
1245,The Remains of the Day,11/5/93,7.5,15.355589
4995,Boogie Nights,9/11/97,7.5,19.85579
10413,Nowhere to Run,1/15/93,5.5,11.689337
14012,Flicka,10/20/06,6.1,3.043589
9793,The Hills Have Eyes II,3/22/07,5.2,17.141376
12212,Urban Legends: Final Cut,9/19/00,4.4,8.885017
13768,Tuck Everlasting,10/11/02,6.4,4.115398
8975,The Marine,10/13/06,5,7.679336
342521,Keanu,4/21/16,6,18.268009
45272,Country Strong,12/22/10,5.9,7.809701
9424,Disturbing Behavior,7/24/98,5.5,9.378688
97367,The Place Beyond the Pines,3/20/13,6.8,35.395129
254904,The November Man,8/27/14,6,45.317278
18681,Eye of the Beholder,9/4/99,5.3,4.302941
12162,The Hurt Locker,10/10/08,7.2,47.006162
11495,Firestarter,5/11/84,5.9,11.379652
64689,Killing Them Softly,9/20/12,5.8,24.612603
157849,A Most Wanted Man,7/25/14,6.5,26.708193
13166,Freddy Got Fingered,4/18/01,4.6,8.710294
15511,VeggieTales: The Pirates Who Don't Do Anything,1/11/08,5.9,1.800119
37003,U2 3D,5/19/07,6.7,0.335195
12211,Highlander: Endgame,9/1/00,4.4,11.782725
13816,Idlewild,8/25/06,5.1,2.711955
51828,One Day,3/2/11,7,16.629173
22798,Whip It,9/13/09,6.7,20.05902
7501,Knockaround Guys,9/7/01,5.9,8.113634
10743,Confidence,4/25/03,6.4,9.87419
37718,The Muse,8/27/99,5.3,2.857936
15237,De-Lovely,7/2/04,6.3,3.138118
9686,New York Stories,3/10/89,6.2,6.684096
17644,Barney's Great Adventure,1/1/98,2.9,0.722911
97430,The Man with the Iron Fists,11/2/12,5.2,17.672021
12257,Home Fries,11/25/98,4.8,3.033471
13539,Here On Earth,3/23/00,5.4,3.313257
68,Brazil,2/20/85,7.5,41.089863
14024,Raise Your Voice,8/10/04,6,10.9071
115,The Big Lebowski,3/6/98,7.8,49.230089
7874,Black Snake Moan,12/8/06,6.6,11.429607
4911,Dark Blue,12/14/02,6.5,6.373316
1988,A Mighty Heart,1/1/07,6.7,9.717392
16222,Whatever It Takes,3/31/00,5,8.074807
9557,Boat Trip,10/1/02,4.7,7.034752
9026,The Importance of Being Earnest,5/17/02,6.7,7.250379
57943,The Love Letter,2/1/98,4.7,0.116873
18276,Hoot,5/5/06,5.5,7.712206
8321,In Bruges,2/8/08,7.4,25.329493
72359,Peeples,5/9/13,5.6,5.112809
10186,The Rocker,8/20/08,5.6,13.832376
25704,Post Grad,8/21/09,5,7.446069
133694,Promised Land,9/23/12,6,13.568302
19265,Whatever Works,6/19/09,6.8,21.857387
36047,The In Crowd,7/19/00,4.7,0.249245
8053,The Three Burials of Melquiades Estrada,11/17/05,7,12.163832
2290,Jakob the Liar,9/16/99,6,8.962245
5236,Kiss Kiss Bang Bang,9/5/05,7.2,32.690038
6552,Idle Hands,4/30/99,6.1,8.583217
1018,Mulholland Drive,5/16/01,7.6,31.60985
10075,Blood and Chocolate,1/26/07,5.4,12.295216
38031,You Will Meet a Tall Dark Stranger,5/23/10,5.8,12.4654
42188,Never Let Me Go,9/15/10,6.8,30.983397
112430,The Company,8/5/07,7,1.485324
6687,Transsiberian,1/18/08,6.5,11.428903
13853,The Clan of the Cave Bear,1/17/86,4.8,5.484679
31306,Crazy in Alabama,10/22/99,6.5,5.770246
8461,Funny Games,10/20/07,6.3,15.175289
331592,Listening,9/11/15,5.5,2.414721
47692,Felicia's Journey,11/24/99,6.6,0.470645
19,Metropolis,1/10/27,8,32.351527
10045,Banlieue 13,11/9/04,6.5,17.493735
400,Things to Do in Denver When You're Dead,12/1/95,6.7,6.932221
253450,刺客聶隱娘,8/27/15,6.6,8.142166
9104,Buffalo Soldiers,9/8/01,6.5,6.329672
11190,Возвращение,6/25/03,7.4,7.744166
16353,Ong Bak 2,12/4/08,6,9.029489
23759,Centurion,2/15/10,5.9,22.708647
24206,Silent Trigger,6/26/96,5,2.609057
10185,The Midnight Meat Train,8/7/08,6,19.913961
75033,Winnie Mandela,9/16/11,5.2,1.897761
74536,The Son of No One,11/4/11,4.8,7.701186
31668,All The Queen's Men,10/14/01,6.1,1.833058
13501,The Good Night,1/25/07,5.7,12.185204
15208,Bathory,7/4/08,5.6,2.500218
172391,Khumba,7/18/13,5.8,6.459787
262543,Autómata,10/9/14,5.6,49.808505
9288,Dungeons & Dragons: Wrath of the Dragon God,1/1/05,4.8,4.901936
370980,Chiamatemi Francesco - Il Papa della gente,12/3/15,7.3,0.738646
20083,新宿事件,3/22/09,6.7,5.294319
40880,Pandaemonium,6/29/01,4.5,0.165367
137,Groundhog Day,2/11/93,7.4,52.744331
264999,Magic Mike XXL,7/1/15,6.3,29.660993
454,Romeo + Juliet,10/31/96,6.7,41.493042
53457,Elle s'appelait Sarah,9/16/10,7.2,10.072199
288980,Freedom,8/21/14,5.8,4.389363
33,Unforgiven,8/7/92,7.7,37.380435
1951,Manderlay,5/16/05,6.9,7.05145
12405,Slumdog Millionaire,5/12/08,7.6,59.258969
10998,Fatal Attraction,9/11/87,6.6,16.742972
114,Pretty Woman,3/23/90,7,45.473484
9396,Crocodile Dundee II,5/19/88,5.5,15.474831
319910,Broken Horses,3/15/15,5,4.289676
2604,Born on the Fourth of July,12/20/89,6.7,25.949277
864,Cool Runnings,9/30/93,6.8,22.409117
14435,My Bloody Valentine,1/16/09,5.3,13.706357
1931,Stomp the Yard,5/16/07,6.1,6.92205
691,The Spy Who Loved Me,7/7/77,6.6,27.17347
9877,Urban Legend,9/25/98,5.6,12.159009
62008,Good Deeds,2/23/12,6.2,4.448494
12227,White Fang,1/18/91,6.5,13.13724
13824,Superstar,10/8/99,5.1,4.04701
71688,The Iron Lady,12/30/11,6.2,23.3784
15173,Jonah: A VeggieTales Movie,10/4/02,6.4,1.446172
8291,Poetic Justice,7/23/93,6.9,3.650857
13950,All About the Benjamins,3/8/02,5.8,5.102258
12158,Vampire in Brooklyn,10/27/95,4.5,6.772615
11586,Exorcist II: The Heretic,6/17/77,4.5,11.543363
10008,An American Haunting,5/5/05,5.3,7.436315
2830,My Boss's Daughter,8/21/03,4.4,14.813614
12403,A Perfect Getaway,6/8/09,6.2,20.792603
34563,Our Family Wedding,3/12/10,5.7,6.733485
14557,Dead Man on Campus,8/21/98,5.6,7.708227
10368,Tea with Mussolini,3/25/99,5.8,2.238646
10280,Thinner,10/25/96,5.5,7.866961
12637,"New York, New York",6/21/77,6.1,3.876242
34152,Crooklyn,5/13/94,6.7,1.89218
14434,I Think I Love My Wife,3/16/07,5,4.536745
11470,Jason X,7/24/01,4.5,11.220643
10741,Bobby,9/5/06,6.4,11.706309
24940,Head Over Heels,2/2/01,5.3,4.66723
82679,Fun Size,10/25/12,5.5,7.487843
2013,Le scaphandre et le papillon,5/22/07,7.4,13.65494
1440,Little Children,10/6/06,6.9,11.942862
18041,Gossip,4/21/00,5.5,5.833687
28029,A Walk on the Moon,1/29/99,6.2,6.370267
1123,Catch a Fire,10/27/06,6.4,4.052219
14033,Soul Survivors,9/6/01,4.4,3.231848
87729,Jefferson in Paris,3/31/95,5.2,0.900442
16899,Easy Virtue,1/1/08,6.3,8.387573
41317,Caravans,11/2/78,5.8,0.633004
245700,Mr. Turner,10/31/14,6.3,9.242554
37842,Les herbes folles,5/20/09,5.8,1.866443
9045,Amen.,2/13/02,7.1,5.930533
44092,剑雨,9/1/10,6.7,4.930129
16005,The Lucky Ones,9/26/08,6.3,8.747922
44754,Margaret,9/30/11,6.1,4.898424
23988,Stan Helsing,10/27/09,4,7.410523
43949,Flipped,8/6/10,7.4,24.210698
142,Brokeback Mountain,9/2/05,7.5,44.135568
9603,Clueless,7/19/95,6.9,16.051328
10712,Far from Heaven,9/1/02,6.9,9.982885
243938,Hot Tub Time Machine 2,2/20/15,5,16.618874
10876,Quills,11/22/00,6.8,7.261196
86838,Seven Psychopaths,9/7/12,6.7,32.306455
25208,The Caveman's Valentine,1/19/01,6,4.722403
613,Der Untergang,9/8/04,7.7,32.445895
1913,Mar adentro,9/3/04,7.2,17.363739
97370,Under the Skin,3/14/14,6,29.782161
801,"Good Morning, Vietnam",12/23/87,7.1,18.362333
70829,The Last Godfather,12/29/10,4.7,0.680753
54518,Justin Bieber: Never Say Never,2/11/11,4.8,6.735922
44214,Black Swan,12/2/10,7.3,91.285683
240,The Godfather: Part II,12/20/74,8.3,105.792936
9816,Save the Last Dance,1/12/01,6.3,9.969624
10131,A Nightmare on Elm Street 4: The Dream Master,8/19/88,5.8,17.113408
339984,Miracles from Heaven,3/17/16,6.7,10.248439
8859,"Dude, Where’s My Car?",12/15/00,5.2,25.316146
11967,Young Guns,8/12/88,6.6,9.499325
239563,St. Vincent,10/9/14,7.1,43.791745
222899,About Last Night,2/14/14,6,11.828068
4951,10 Things I Hate About You,3/30/99,7.3,54.550275
10985,The New Guy,5/10/02,5.7,13.525704
9644,National Lampoon's Loaded Weapon 1,2/4/93,5.7,12.963328
332567,The Shallows,6/24/16,6.2,60.829621
1954,The Butterfly Effect,1/22/04,7.3,73.307513
15489,Snow Day,2/11/00,4.8,7.964289
15250,This Christmas,11/27/07,7.1,2.388918
22345,Baby Geniuses,3/12/99,3.3,4.580081
9448,The Big Hit,4/24/98,6.1,6.425528
38223,Harriet the Spy,7/10/96,5.7,4.63093
11186,Child's Play 2,11/9/90,5.8,16.681567
136835,No Good Deed,9/10/14,5.6,24.656068
5876,The Mist,11/21/07,6.7,37.104353
264660,Ex Machina,1/21/15,7.6,95.130041
492,Being John Malkovich,9/30/99,7.3,27.546914
25462,Two Can Play That Game,9/7/01,6.6,2.27213
238603,Earth to Echo,6/14/14,5.7,17.371327
10691,Crazy/Beautiful,6/29/01,6.6,6.130096
1251,Letters from Iwo Jima,12/19/06,7.2,24.47248
5172,The Astronaut Farmer,10/15/06,6.2,6.764437
58680,Woo,5/8/98,5.5,1.750054
264644,Room,10/16/15,8.1,66.11334
14577,Dirty Work,6/12/98,6.5,9.066881
11592,Serial Mom,4/13/94,6.4,6.170139
16406,Dick,8/4/99,5.7,4.742537
19052,Light It Up,11/4/99,6.6,1.212956
3682,54,8/28/98,5.5,11.880899
9683,Bubble Boy,8/24/01,5.1,10.131123
2084,Birthday Girl,9/6/01,6.1,5.831302
107811,21 & Over,3/1/13,5.7,35.522027
2266,"Paris, je t'aime",5/16/06,6.8,10.573191
13074,Resurrecting the Champ,6/14/07,5.9,4.898437
144340,Admission,3/21/13,5.4,17.632446
48217,La veuve de Saint-Pierre,1/1/00,6.7,1.780065
28211,Chloe,3/25/09,5.9,26.373864
47502,Faithful,4/3/96,4.8,1.647335
9950,Find Me Guilty,3/16/06,6.5,12.321302
84892,The Perks of Being a Wallflower,9/20/12,7.7,43.444135
24227,Excessive Force,5/14/93,4.5,1.279106
9672,Infamous,11/16/06,6.4,3.680896
44853,The Claim,12/29/00,5.6,2.996284
157544,The Vatican Tapes,7/24/15,4.6,10.475368
59678,Attack the Block,5/12/11,6.3,30.952377
79777,In the Land of Blood and Honey,12/23/11,5.8,4.267466
158011,The Call,3/14/13,6.6,34.532418
407887,인천상륙작전,7/27/16,5.8,6.116436
17043,The Crocodile Hunter: Collision Course,7/26/02,5.3,1.714972
8952,I Love You Phillip Morris,1/18/09,6.4,19.664699
62204,La Guerre du feu,12/15/81,7.1,6.537986
13435,Antwone Fisher,12/19/02,6.7,13.349012
17187,The Emperor's Club,11/22/02,6.9,6.796079
319,True Romance,9/9/93,7.5,35.268557
59457,Womb,7/15/10,5.9,7.453347
9504,Glengarry Glen Ross,9/15/92,7.5,13.939054
37414,The Killer Inside Me,2/19/10,6,11.892615
6217,Cat People,4/2/82,6,5.69872
26688,Sorority Row,9/9/09,5.4,8.780512
43867,The Prisoner of Zenda,9/3/37,8.4,4.021389
6615,Lars and the Real Girl,10/12/07,7.1,15.817096
14574,The Boy in the Striped Pyjamas,5/7/08,7.7,34.821223
16,Dancer in the Dark,5/17/00,7.6,22.022228
39780,Oscar and Lucinda,12/31/97,6.2,0.139384
21612,The Funeral,1/26/96,7.3,2.950618
36691,Solitary Man,9/7/09,5.8,7.497306
23631,Machete,9/1/10,6.3,26.396191
45324,Casino Jack,9/16/10,6,6.546037
12144,The Land Before Time,11/18/88,7,28.670193
11658,태극기 휘날리며,2/5/04,7.4,9.572705
56601,The Perfect Game,4/1/10,6.3,0.903529
9552,The Exorcist,12/26/73,7.5,47.584643
578,Jaws,6/18/75,7.5,50.152327
2105,American Pie,7/9/99,6.4,60.767168
126319,Ernest et Célestine,12/12/12,7.6,11.103202
10136,The Golden Child,12/12/86,5.6,15.26213
67660,Think Like a Man,4/16/12,6.9,6.035152
10611,Barbershop,4/1/02,6.2,10.297189
154,Star Trek II: The Wrath of Khan,6/3/82,7.3,22.434102
3049,Ace Ventura: Pet Detective,2/4/94,6.4,41.249004
860,WarGames,6/3/83,7,23.161754
9281,Witness,2/8/85,7,19.195399
75674,Act of Valor,2/24/12,6.3,21.958055
9762,Step Up,8/11/06,6.7,45.477802
3179,Beavis and Butt-Head Do America,12/15/96,6.5,12.60629
184,Jackie Brown,12/24/97,7.3,40.631671
13335,Harold & Kumar Escape from Guantanamo Bay,4/25/08,6.2,26.219598
76726,Chronicle,2/1/12,6.6,64.504747
10269,Yentl,11/18/83,6.2,3.389249
36819,Time Bandits,7/13/81,6.6,14.779537
17130,Crossroads,2/15/02,4.7,6.703319
57214,Project X,3/1/12,6.5,49.070321
11202,Patton,1/25/70,7.3,21.933822
9357,One Hour Photo,8/21/02,6.6,20.624896
13812,Quarantine,10/10/08,5.5,8.083995
9030,The Eye,2/1/08,5.5,11.135734
19084,Johnson Family Vacation,4/7/04,4.7,4.623609
8386,How High,12/21/01,6.3,11.510281
10437,The Muppet Christmas Carol,12/10/92,7.2,15.085981
1360,Frida,8/29/02,7.3,18.422327
101267,Katy Perry: Part of Me,6/28/12,6.5,8.410688
222935,The Fault in Our Stars,5/16/14,7.6,74.358971
10220,Rounders,9/11/98,6.9,18.422008
284296,Top Five,12/12/14,6.3,15.896312
31915,Prophecy,1/1/79,5.4,8.61659
11601,Stir of Echoes,9/10/99,6.5,6.044161
205220,Philomena,11/1/13,7.4,29.019504
11354,The Upside of Anger,1/23/05,6.4,6.2464
16241,The Boys from Brazil,10/5/78,6.6,5.315213
14191,Aquamarine,3/3/06,5.8,16.931846
286565,Paper Towns,6/18/15,6.1,64.610671
26710,My Baby's Daddy,1/9/04,4.3,4.480167
129670,Nebraska,9/21/13,7.4,29.223881
9059,Tales from the Crypt: Demon Knight,1/13/95,6.7,7.710797
34549,Max Keeble's Big Move,10/5/01,5.4,1.081822
57157,Young Adult,12/16/11,5.6,16.183746
1948,Crank,8/31/06,6.6,47.992817
28353,How to Be a Player,8/6/97,5.3,1.20245
46889,Living Out Loud,10/30/98,5.3,0.700792
38093,Just Wright,5/14/10,6.1,10.409253
14976,Rachel Getting Married,10/3/08,6.1,14.345428
11027,The Postman Always Rings Twice,3/20/81,6.4,6.803763
3635,Girl with a Pearl Earring,8/31/03,6.4,19.944479
387,Das Boot,9/16/81,7.9,26.967494
6020,Sorority Boys,3/22/02,4.6,3.444542
122906,About Time,8/16/13,7.8,74.817641
9550,十面埋伏,5/19/04,7.1,21.064082
60599,Arbitrage,9/14/12,6.1,16.40512
227719,Project Almanac,1/30/15,6.4,32.940597
14299,Cadillac Records,12/5/08,6.9,13.427427
19419,Screwed,5/12/00,4.9,5.359381
12088,Fortress,9/30/92,5.7,8.708229
14799,For Your Consideration,11/22/06,5.9,4.330428
9466,Celebrity,9/7/98,6,7.594593
7510,Running with Scissors,10/27/06,5.8,4.770195
31246,From Justin to Kelly,6/20/03,3,1.623338
61752,Girl 6,3/22/96,5.7,2.993939
10944,In the Cut,9/9/03,4.6,10.536092
10362,Two Lovers,11/19/08,6.6,8.290636
14778,Last Orders,9/10/01,6,3.603842
1255,괴물,7/27/06,6.7,27.65527
45226,The Pursuit of D.B. Cooper,11/13/81,6.8,1.379643
10212,Ravenous,3/16/99,6.9,9.164386
8669,Charlie Bartlett,2/22/08,6.5,9.779444
179144,La grande bellezza,5/21/13,7.3,32.523573
16857,The Dangerous Lives of Altar Boys,6/14/02,6.4,2.24888
86825,Stoker,2/28/13,6.5,27.322212
844,2046,5/20/04,6.9,12.664787
8060,Married Life,9/12/07,6.1,3.004432
15907,Duma,4/22/05,6.9,4.795244
38448,Ondine,9/14/09,6.5,5.841285
327,Brother,9/9/00,6.8,5.327714
9260,Welcome to Collinwood,5/24/02,6.2,3.582733
61337,Critical Care,10/31/97,6.1,2.678715
13079,The Life Before Her Eyes,9/8/07,6.1,9.728143
89325,Darling Companion,4/20/12,5.3,2.303865
4170,Trade,1/23/07,6.8,11.237374
41508,Sorstalanság,2/10/05,6.5,1.906807
12479,Breakfast of Champions,2/13/99,5.2,2.695896
44555,三枪拍案惊奇,12/11/09,4.8,1.416796
10133,Cypher,10/1/02,6.7,11.636883
21345,南京!南京!,4/22/09,7.6,4.793348
173931,兔侠传奇,1/1/11,3,0.738652
61984,Space Battleship Yamato,12/1/10,6.3,5.158067
50601,5 Days of War,4/14/11,5.8,5.727602
26466,Triangle,10/16/09,6.9,25.496926
345003,10 Days in a Madhouse,11/20/15,4.3,0.489271
236751,Heaven is for Real,4/16/14,6,11.150261
107,Snatch,9/1/00,7.7,53.595686
357837,Dancin' It's On,10/16/15,4.3,0.186234
8913,Pet Sematary,4/21/89,6.4,20.747994
13889,まあだだよ,4/17/93,7.5,2.930853
18530,The Cry of the Owl,2/7/09,5.5,4.75919
358451,三城记,8/28/15,6.3,0.753362
927,Gremlins,6/7/84,6.9,45.072136
11,Star Wars,5/25/77,8.1,126.393695
291870,Dirty Grandpa,1/21/16,5.7,56.805781
907,Doctor Zhivago,12/22/65,7.4,12.854853
206563,Trash,10/9/14,7.1,14.637357
11887,High School Musical 3: Senior Year,10/22/08,6.2,21.801188
45317,The Fighter,12/17/10,7.2,31.019381
12094,Jackass Number Two,9/22/06,6.4,11.227087
10377,My Cousin Vinny,3/13/92,7.3,19.231507
249164,If I Stay,8/21/14,7.3,31.162838
256092,Drive Hard,5/26/14,3.9,3.94487
9942,Major League,2/16/89,6.6,7.559192
10748,St. Trinian's,12/21/07,5.6,7.377587
1817,Phone Booth,9/9/02,6.7,38.018085
10229,A Walk to Remember,1/25/02,7.5,33.283554
687,Dead Man Walking,12/29/95,7.3,15.864928
796,Cruel Intentions,3/5/99,6.6,23.449703
22804,Saw VI,10/22/09,6,31.900899
10156,History of the World: Part I,6/12/81,6.5,14.282314
12837,The Secret Life of Bees,9/17/08,7.4,7.645979
17708,Corky Romano,10/12/01,4.1,3.495758
13937,Raising Cain,8/7/92,5.9,7.558959
28932,F.I.S.T.,4/26/78,6.4,3.375208
31909,Invaders from Mars,1/1/86,5.5,4.234269
167073,Brooklyn,10/20/15,7.2,39.337949
3175,Barry Lyndon,12/18/75,7.7,29.543331
14369,Out Cold,11/21/01,5.8,4.12064
16888,The Ladies Man,10/13/00,5.7,2.259537
121826,Quartet,9/8/12,6.3,7.722021
10646,Tomcats,3/30/01,4.9,7.063053
12149,Frailty,11/17/01,7,16.003958
304357,Woman in Gold,4/10/15,7.3,21.204929
11184,Kinsey,9/4/04,6.6,6.799314
766,Army of Darkness,10/9/92,7.3,33.758281
20009,Slackers,2/1/02,5.4,9.371811
1587,What's Eating Gilbert Grape,12/17/93,7.5,33.282794
30973,The Visual Bible: The Gospel of John,9/11/03,8.2,3.208172
11109,Vera Drake,10/22/04,6.8,4.131918
9027,The Guru,8/21/02,5.1,4.093288
63020,The Perez Family,5/12/95,6.6,1.187671
86829,Inside Llewyn Davis,10/6/13,7.2,36.319205
11065,O,8/31/01,5.8,4.146752
13888,Return to the Blue Lagoon,8/2/91,5.1,9.705589
42345,The Molly Maguires,1/27/70,5.9,1.396985
13994,Romance & Cigarettes,9/13/05,6,4.056774
1590,Copying Beethoven,9/10/06,6.2,5.062687
62728,Brighton Rock,9/13/10,5.6,3.122152
11917,Saw V,10/23/08,5.9,32.943848
45138,Gli intoccabili,4/1/69,7.3,0.700127
80271,LOL,2/10/12,5.9,31.763201
